day,price
1,1.0
2,1.0177610562104322
3,1.0421013877282495
4,1.0332797455616973
5,0.9878637099479599
6,1.0767224299662856
7,0.9549782378652228
8,0.9195119474619404
9,0.9689201734995392
10,0.9770286562850047
11,0.9604628252024097
12,0.9551683836655478
13,0.8414260628367526
14,0.8036918041005725
15,0.8560919465525193
16,0.8696303017188641
17,0.8510649999445938
18,0.8672358840183445
19,0.8925327684477422
20,0.8788153408312739
21,0.9279187287343272
22,0.9257241473702156
23,0.9567936143194031
24,0.9183874473959841
25,0.9356700650185128
26,0.9424604783108409
27,0.9455202576174708
28,0.9987760610364909
29,1.0776561530062019
30,1.015544899360049
