day,price
1,1.0
2,0.9545449224671608
3,0.9718817047480095
4,0.9664338041571863
5,1.0312840573758837
6,1.0603609505801377
7,1.0241094041700958
8,1.0562997048859228
9,1.0212054314978805
10,0.9890087664193262
11,0.9144473075770726
12,0.907546001024631
13,1.0196339238284138
14,1.018752851040818
15,0.9705395974591847
16,0.9370872782843698
17,0.970089082189489
18,0.9927665821034719
19,0.9505387347992276
20,0.8845294373557637
21,0.8724247580619481
22,0.8674549158010403
23,0.855901095263083
24,0.8689831717814601
25,0.8744552685511772
26,0.8576228374353921
27,0.8409349495442527
28,0.865493959538378
29,0.8593677788503475
30,0.8829960000027948
