day,price
1,1.0
2,1.0336196394472208
3,1.0783493134839008
4,1.1050446040016584
5,1.1095308490383513
6,1.1076668791486497
7,1.0878246645507577
8,1.0828013983164644
9,1.0583933552561462
10,1.0996360353987638
11,1.0706000652811563
12,1.075812777604424
13,1.0919190737109534
14,1.0730525444974353
15,1.049506905838855
16,1.0364965949346783
17,1.0504795894426586
18,1.058537895921404
19,1.0320427563636645
20,1.0335769913006683
21,1.0804633641831107
22,1.0578612217662522
23,1.0371207274373173
24,1.0399975651856803
25,1.055846973407634
26,1.0592158062479695
27,1.0392319679791915
28,1.0433583652081861
29,1.0552969979712405
30,1.1050856215310148
