day,price
1,1.0
2,0.9276698685213268
3,0.9245904181012052
4,0.9530575847906735
5,0.9046032417271391
6,0.8972835018298586
7,0.8697937619134984
8,0.9021143235230205
9,0.9090356500765819
10,0.9683564034992724
11,0.9637242840867981
12,0.9732372401568936
13,0.9830742109187878
14,0.8907858895394203
15,0.8854574741992077
16,0.8557623404468414
17,0.8755591953741989
18,0.868640679538796
19,0.8572342312688684
20,0.8475743715297033
21,0.8651681108058763
22,0.9184973659797819
23,0.8932665881240416
24,0.949489786086286
25,0.890730334193486
26,0.8245568362139553
27,0.8427205151066492
28,0.8469591291485472
29,0.8220976239166576
30,0.8333977922305165
