day,price
1,1.0
2,0.9672432634890659
3,0.9555254633016417
4,0.9393199548251819
5,0.892009628850103
6,0.8822669444507886
7,0.8814625409002227
8,0.8340370560312748
9,0.8475500323261591
10,0.857061282000665
11,0.9242292435247513
12,0.8855853392380022
13,0.9229195524571016
14,1.0010806628800228
15,1.0205796295128389
16,1.008400391169848
17,0.9777285495883038
18,0.9579307050990601
19,0.9950677620295922
20,0.9308146852130513
21,0.9485184472035845
22,0.9989312128047356
23,0.8009964779884424
24,0.8436404143658663
25,0.8568459470718749
26,0.8562615994197487
27,0.8308179903253501
28,0.8047024564333788
29,0.7747765216734765
30,0.7298095942856928
