day,price
1,1.0
2,1.0293320246510458
3,0.9741152668324424
4,1.0095293980400832
5,1.0618885153455142
6,1.1297296116552367
7,1.1886246337031032
8,1.1548899873878233
9,1.0750087812004543
10,1.1631366324383192
11,1.1751963137277173
12,1.059631061788012
13,1.0320466943115112
14,1.0595748668793235
15,1.0668790292857897
16,1.0220546190432673
17,0.9745273897740688
18,1.0197456650373935
19,0.9928700637225772
20,1.1069967697263416
21,1.0748584463237691
22,1.0366413779535253
23,0.9331192076070502
24,0.9647921666894337
25,0.9578727958524127
26,0.9745538838232757
27,0.9353639008239937
28,0.9393838194087418
29,0.923079536800161
30,0.9021018089427635
