day,price
1,1.0
2,1.012468308195729
3,1.0001519133868297
4,0.9818658862254723
5,0.9730738725416122
6,0.9604323441401721
7,0.9610645610636465
8,0.968693576971814
9,0.9717757411498925
10,0.9674079753069768
11,0.96287543189779
12,0.9342470135714872
13,0.9590687851638924
14,0.974542633647399
15,0.9725232685446683
16,1.013985098410972
17,1.0121719908990994
18,0.9982312424882959
19,0.9737646659435355
20,0.9700535825682379
21,0.9693293406762339
22,0.9684659027967724
23,0.9785381832534121
24,0.9616506883434234
25,0.9612742190790134
26,0.9624769707037492
27,0.949097754131812
28,0.9316257526123444
29,0.9274922642998789
30,0.9704139164180448
