day,price
1,1.0174998495236713
2,0.9879820023624398
3,1.0065435708475914
4,1.0718323741547655
5,1.0602274671510252
6,1.0312612886181722
7,1.0422101201043756
8,1.0504014639473689
9,1.0578547545848611
10,1.063120629016303
11,1.2053665507511326
12,1.19678078949437
13,1.2719878922405812
14,1.2666344450318083
15,1.2956396080754886
16,1.2810235310343088
17,1.3179768355483845
18,1.3226083281482852
19,1.2407873276023873
20,1.3111310812021701
21,1.294660535622865
22,1.2339411493443502
23,1.2619112731861732
24,1.232799935051021
25,1.2613675079943412
26,1.2133914904248964
27,1.2087091840193207
28,1.2613318219791387
29,1.2925058264678193
30,1.320087198032686
