day,price
1,1.0013565463305172
2,1.001935779644126
3,1.0024172942735226
4,1.0030286364836296
5,1.0034265047407054
6,1.003562886274795
7,1.003993592072795
8,1.0034132379948124
9,1.003427467215558
10,1.0035062246388289
11,1.0037575991022905
12,1.0039821059715386
13,1.003919690557907
14,1.0042614804299745
15,1.005619623677162
16,1.005464010699337
17,1.0055405383116311
18,1.0059969352959033
19,1.005872793836474
20,1.0063160044328283
21,1.006985993559476
22,1.007625858516235
23,1.0070225422154053
24,1.0070624024150663
25,1.0071765428383699
26,1.0069002007654488
27,1.0075101478702144
28,1.0076112953346168
29,1.0066833630891927
30,1.006911476422821
