day,price
1,1.0070438067658523
2,1.086615785135226
3,1.1269718585826871
4,1.1160526548045493
5,1.1214776731195095
6,1.1691372225056282
7,1.2755626647801614
8,1.2909323712694056
9,1.4196903065009916
10,1.2889140645729154
11,1.2655510768594027
12,1.293276808572093
13,1.2054009081665882
14,1.218688539596717
15,1.202188604772324
16,1.2288745262680736
17,1.0690511248854053
18,1.0280108344438552
19,1.109123674236636
20,1.07198442905076
21,1.1252036096403641
22,1.0832280705461828
23,1.0775883613817414
24,1.0405043948804538
25,1.0591643341506984
26,1.1145081187630923
27,1.0697315637560025
28,1.0332057183422563
29,0.945523459990921
30,0.9704107549008596
