day,price
1,1.0010058792457368
2,1.0079656192953141
3,1.0136429061239711
4,1.0206281118245717
5,1.0217084052229919
6,1.0175314748339477
7,1.023338544311277
8,1.0189702172779806
9,1.0229044506448997
10,1.0299530666221035
11,1.0247389871446284
12,1.0204230587262288
13,1.021677433889718
14,1.020595585190247
15,1.0168019055526056
16,1.0124228145908911
17,1.0213259420412715
18,1.0270710880066949
19,1.0248911812073882
20,1.0246853831032117
21,1.0237440433482328
22,1.0326523865132269
23,1.0299287630577116
24,1.029700602153758
25,1.038293855686815
26,1.0396126100871614
27,1.008474122641286
28,1.0139127473800902
29,1.0179874934789994
30,1.0239475910355136
