rank,id,symbol,name,filepath,rows,status,error
464,4-2,4,4,data\0464_4-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
472,anzen-usdz,usdz,Anzen USDz,data\0472_anzen-usdz_usd_prices_365d.csv,366,ok,
465,resolv-rlp,rlp,Resolv Liquidity Provider Token,data\0465_resolv-rlp_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
473,gaib-ai-dollar-alpha-usdc,aidausdc,Gaib AI Dollar Alpha USDC,data\0473_gaib-ai-dollar-alpha-usdc_usd_prices_365d.csv,28,ok,
466,moo-deng,moodeng,Moo Deng,data\0466_moo-deng_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
474,ordinals,ordi,ORDI,data\0474_ordinals_usd_prices_365d.csv,366,ok,
467,world-mobile-token,wmtx,World Mobile Token,data\0467_world-mobile-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
475,skale,skl,SKALE,data\0475_skale_usd_prices_365d.csv,366,ok,
468,payfi-strategy-token-usdc,pstusdc,PayFi Strategy Token USDC,data\0468_payfi-strategy-token-usdc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
476,iotex,iotx,IoTeX,data\0476_iotex_usd_prices_365d.csv,366,ok,
469,wrapped-aave-ethereum-usdt,waethusdt,Wrapped Aave Ethereum USDT,data\0469_wrapped-aave-ethereum-usdt_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
470,siacoin,sc,Siacoin,data\0470_siacoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
471,wrapped-savings-rusd,wsrusd,Wrapped Savings rUSD,data\0471_wrapped-savings-rusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
477,aelf,elf,aelf,data\0477_aelf_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
485,sbtc-2,sbtc,sBTC,data\0485_sbtc-2_usd_prices_365d.csv,262,ok,
478,minidoge-5,minidoge,Minidoge,data\0478_minidoge-5_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
486,usda-3,usda,USDA,data\0486_usda-3_usd_prices_365d.csv,80,ok,
479,casper-network,cspr,Casper Network,data\0479_casper-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
487,flare-bridged-xrp-flare,fxrp,Flare Bridged XRP (Flare),data\0487_flare-bridged-xrp-flare_usd_prices_365d.csv,26,ok,
480,chutes,sn64,Chutes,data\0480_chutes_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
481,hashkey-ecopoints,hsk,HashKey Platform Token,data\0481_hashkey-ecopoints_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
482,subsquid,sqd,SQD,data\0482_subsquid_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
483,avant-staked-usd,savusd,Avant Staked USD,data\0483_avant-staked-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
484,verge,xvg,Verge,data\0484_verge_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
488,gmx,gmx,GMX,data\0488_gmx_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
496,numeraire,nmr,Numeraire,data\0496_numeraire_usd_prices_365d.csv,366,ok,
497,sushi,sushi,Sushi,data\0497_sushi_usd_prices_365d.csv,366,ok,
489,f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,data\0489_f-x-protocol-fxusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
498,uma,uma,UMA,data\0498_uma_usd_prices_365d.csv,366,ok,
490,xyo-network,xyo,XYO Network,data\0490_xyo-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
499,lcx,lcx,LCX,data\0499_lcx_usd_prices_365d.csv,366,ok,
491,seda-2,seda,SEDA,data\0491_seda-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
500,wrapped-centrifuge,wcfg,Wrapped Centrifuge,data\0500_wrapped-centrifuge_usd_prices_365d.csv,366,ok,
492,ethereum-pow-iou,ethw,EthereumPoW,data\0492_ethereum-pow-iou_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
493,polymesh,polyx,Polymesh,data\0493_polymesh_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
494,non-playable-coin,npc,Non-Playable Coin,data\0494_non-playable-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
495,illuvium,ilv,Illuvium,data\0495_illuvium_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
501,pirate-chain,arrr,Pirate Chain,data\0501_pirate-chain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
509,vicicoin,vcnt,ViciCoin,data\0509_vicicoin_usd_prices_365d.csv,366,ok,
502,ankr,ankr,Ankr Network,data\0502_ankr_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
510,tradable-singapore-fintech-ssl-2,pc0000023,Tradable Singapore Fintech SSL,data\0510_tradable-singapore-fintech-ssl-2_usd_prices_365d.csv,117,ok,
503,marsmi,marsmi,MarsMi,data\0503_marsmi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
511,ring-usd,usdr,Ring USD,data\0511_ring-usd_usd_prices_365d.csv,11,ok,
504,onyc,onyc,Onchain Yield Coin,data\0504_onyc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
512,redstone-oracles,red,RedStone,data\0512_redstone-oracles_usd_prices_365d.csv,236,ok,
505,entangle,ntgl,Entangle,data\0505_entangle_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
513,qusdt,qusdt,QL1 Bridged USDT (QL1),data\0513_qusdt_usd_prices_365d.csv,299,ok,
506,bitlight,light,Bitlight,data\0506_bitlight_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
507,vaultbridge-bridged-wbtc-katana,vbwbtc,VaultBridge Bridged WBTC (Katana),data\0507_vaultbridge-bridged-wbtc-katana_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
508,savings-xdai,sdai,Savings xDAI,data\0508_savings-xdai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
514,chia,xch,Chia,data\0514_chia_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
522,kraken-wrapped-btc,kbtc,Kraken Wrapped BTC,data\0522_kraken-wrapped-btc_usd_prices_365d.csv,217,ok,
515,icon,icx,ICON,data\0515_icon_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
523,syndicate-3,synd,Syndicate,data\0523_syndicate-3_usd_prices_365d.csv,40,ok,
516,harmony,one,Harmony,data\0516_harmony_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
524,vaultbridge-bridged-eth-katana,vbeth,VaultBridge Bridged ETH (Katana),data\0524_vaultbridge-bridged-eth-katana_usd_prices_365d.csv,116,ok,
517,fx-usd-saving,fxsave,f(x) USD Saving,data\0517_fx-usd-saving_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
525,bc-token,bc,BCGame Coin,data\0525_bc-token_usd_prices_365d.csv,301,ok,
518,bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),data\0518_bridged-wrapped-ether-starkgate_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
519,debridge,dbr,deBridge,data\0519_debridge_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
520,omni-network,omni,Omni Network [Old],data\0520_omni-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
521,memecoin-2,meme,Memecoin,data\0521_memecoin-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
526,troll-2,troll,TROLL,data\0526_troll-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
534,api3,api3,Api3,data\0534_api3_usd_prices_365d.csv,366,ok,
527,osmosis,osmo,Osmosis,data\0527_osmosis_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
535,request-network,req,Request,data\0535_request-network_usd_prices_365d.csv,366,ok,
528,helder,hldr,Helder,data\0528_helder_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
536,babylon,baby,Babylon,data\0536_babylon_usd_prices_365d.csv,201,ok,
529,altlayer,alt,AltLayer,data\0529_altlayer_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
537,band-protocol,band,Band,data\0537_band-protocol_usd_prices_365d.csv,366,ok,
530,ridges-ai,sn62,Ridges AI,data\0530_ridges-ai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
538,orca,orca,Orca,data\0538_orca_usd_prices_365d.csv,366,ok,
531,nano,xno,Nano,data\0531_nano_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
532,gohome,gohome,GOHOME,data\0532_gohome_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
533,bridged-wrapped-steth-gnosis,wsteth,Bridged Wrapped stETH (Gnosis),data\0533_bridged-wrapped-steth-gnosis_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
539,orderly-network,order,Orderly,data\0539_orderly-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
547,pundi-x-2,pundix,Pundi X,data\0547_pundi-x-2_usd_prices_365d.csv,366,ok,
540,temple,temple,TempleDAO,data\0540_temple_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
548,bridged-usd-coin-linea,usdc,Linea Bridged USDC (Linea),data\0548_bridged-usd-coin-linea_usd_prices_365d.csv,366,ok,
541,solo-coin,solo,Sologenic,data\0541_solo-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
549,apro,at,Apro,data\0549_apro_usd_prices_365d.csv,4,ok,
542,l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),data\0542_l2-standard-bridged-weth-optimism_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
543,mbg-by-multibank-group,mbg,MBG By Multibank Group,data\0543_mbg-by-multibank-group_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
544,swop-2,swop,Swop,data\0544_swop-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
545,novem-pro,nvm,Novem Pro,data\0545_novem-pro_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
546,vaneck-treasury-fund,vbill,VanEck Treasury Fund,data\0546_vaneck-treasury-fund_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
550,stepn,gmt,GMT,data\0550_stepn_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
558,fulcrom,ful,Fulcrom,data\0558_fulcrom_usd_prices_365d.csv,366,ok,
551,reservoir-rusd,rusd,Reservoir rUSD,data\0551_reservoir-rusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
559,amnis-aptos,amapt,Amnis Aptos,data\0559_amnis-aptos_usd_prices_365d.csv,366,ok,
552,yield-guild-games,ygg,Yield Guild Games,data\0552_yield-guild-games_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
560,purr-2,purr,Purr,data\0560_purr-2_usd_prices_365d.csv,366,ok,
553,mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,data\0553_mnee-usd-stablecoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
561,nillion,nil,Nillion,data\0561_nillion_usd_prices_365d.csv,218,ok,
554,cronos-bridged-usdt-cronos,usdt,Cronos Bridged USDT (Cronos),data\0554_cronos-bridged-usdt-cronos_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
562,paparazzi-token,paparazzi,Paparazzi Token,data\0562_paparazzi-token_usd_prices_365d.csv,148,ok,
555,mask-network,mask,Mask Network,data\0555_mask-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
556,loopring,lrc,Loopring,data\0556_loopring_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
557,ontology,ont,Ontology,data\0557_ontology_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
563,pay-coin,pci,Paycoin,data\0563_pay-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
571,restaked-swell-eth,rsweth,Restaked Swell ETH,data\0571_restaked-swell-eth_usd_prices_365d.csv,366,ok,
564,enjincoin,enj,Enjin Coin,data\0564_enjincoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
572,neiro-3,neiro,Neiro,data\0572_neiro-3_usd_prices_365d.csv,366,ok,
565,lagrange,la,Lagrange,data\0565_lagrange_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
573,susda,susda,sUSDa,data\0573_susda_usd_prices_365d.csv,277,ok,
566,wilder-world,wild,Wilder World,data\0566_wilder-world_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
574,moonwell-artemis,well,Moonwell,data\0574_moonwell-artemis_usd_prices_365d.csv,366,ok,
567,openledger-2,open,OpenLedger,data\0567_openledger-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
575,waves,waves,Waves,data\0575_waves_usd_prices_365d.csv,366,ok,
568,bsquared-network,b2,BSquared Network,data\0568_bsquared-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
569,pumpbtc,pumpbtc,pumpBTC,data\0569_pumpbtc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
570,bitdca,bdca,BitDCA,data\0570_bitdca_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
576,somnia,somi,Somnia,data\0576_somnia_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
584,melania-meme,melania,Melania Meme,data\0584_melania-meme_usd_prices_365d.csv,282,ok,
577,notcoin,not,Notcoin,data\0577_notcoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
585,aixbt,aixbt,aixbt,data\0585_aixbt_usd_prices_365d.csv,343,ok,
578,coti,coti,COTI,data\0578_coti_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
586,staked-usd1,susd1+,staked USD1+,data\0586_staked-usd1_usd_prices_365d.csv,75,ok,
579,vana,vana,Vana,data\0579_vana_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
587,woo-network,woo,WOO,data\0587_woo-network_usd_prices_365d.csv,366,ok,
580,onfa,oft,ONFA,data\0580_onfa_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
581,venus,xvs,Venus,data\0581_venus_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
582,swipe,sxp,Solar,data\0582_swipe_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
583,aura-on-sol,aura,aura,data\0583_aura-on-sol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
588,nexpace,nxpc,Nexpace,data\0588_nexpace_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
596,definitive,edge,Definitive,data\0596_definitive_usd_prices_365d.csv,209,ok,
589,ventuals-vhype,vhype,Ventuals vHYPE,data\0589_ventuals-vhype_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
597,ai16z,ai16z,ai16z,data\0597_ai16z_usd_prices_365d.csv,366,ok,
590,io,io,io.net,data\0590_io_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
598,degen-base,degen,Degen,data\0598_degen-base_usd_prices_365d.csv,366,ok,
591,jelly-my-jelly,jellyjelly,Jelly-My-Jelly,data\0591_jelly-my-jelly_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
599,puff-the-dragon,puff,Puff The Dragon,data\0599_puff-the-dragon_usd_prices_365d.csv,366,ok,
592,staked-hype,sthype,Staked HYPE,data\0592_staked-hype_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
600,book-of-meme,bome,BOOK OF MEME,data\0600_book-of-meme_usd_prices_365d.csv,366,ok,
593,deso,deso,Decentralized Social,data\0593_deso_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
594,clearpool,cpool,Clearpool,data\0594_clearpool_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
595,ben-pasternak,launchcoin,Launch Coin on Believe,data\0595_ben-pasternak_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
601,rocket-pool,rpl,Rocket Pool,data\0601_rocket-pool_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
609,punkstrategy,pnkstr,PunkStrategy,data\0609_punkstrategy_usd_prices_365d.csv,43,ok,
602,societe-generale-forge-eurcv,eurcv,EUR CoinVertible,data\0602_societe-generale-forge-eurcv_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
610,sui-bridged-ether-sui,sbeth,Sui Bridged Ether (Sui),data\0610_sui-bridged-ether-sui_usd_prices_365d.csv,245,ok,
603,gama-token,gama,Gama Token,data\0603_gama-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
611,spark-2,spk,Spark,data\0611_spark-2_usd_prices_365d.csv,133,ok,
604,daku-v2,daku,Daku V2,data\0604_daku-v2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
605,bim-2,bim,BIM,data\0605_bim-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
606,bless-2,bless,Bless,data\0606_bless-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
607,felix-feusd,feusd,Felix feUSD,data\0607_felix-feusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
608,quantixai,qai,QuantixAI,data\0608_quantixai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
612,blast,blast,Blast,data\0612_blast_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
620,wiki-cat,wkc,Wiki Cat,data\0620_wiki-cat_usd_prices_365d.csv,366,ok,
613,magic-eden,me,Magic Eden,data\0613_magic-eden_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
621,bora,bora,BORA,data\0621_bora_usd_prices_365d.csv,366,ok,
614,lista,lista,Lista DAO,data\0614_lista_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
622,tellor,trb,Tellor Tributes,data\0622_tellor_usd_prices_365d.csv,366,ok,
615,cash-4,cash,CASH,data\0615_cash-4_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
623,bedrock-btc,brbtc,Bedrock BTC,data\0623_bedrock-btc_usd_prices_365d.csv,247,ok,
616,ronin-bridged-weth-ronin,weth,Ronin Bridged WETH (Ronin),data\0616_ronin-bridged-weth-ronin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
624,b3,b3,B3 (Base),data\0624_b3_usd_prices_365d.csv,260,ok,
617,usdx,usdx,USDX,data\0617_usdx_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
618,kelp-gain,ageth,Kelp Gain,data\0618_kelp-gain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
619,status,snt,Status,data\0619_status_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
625,stronghold-token,shx,Stronghold,data\0625_stronghold-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
633,terra-luna-2,luna,Terra,data\0633_terra-luna-2_usd_prices_365d.csv,366,ok,
626,venice-token,vvv,Venice Token,data\0626_venice-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
634,resupply-usd,reusd,Resupply USD,data\0634_resupply-usd_usd_prices_365d.csv,204,ok,
627,byusd,byusd,BYUSD,data\0627_byusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
635,hive,hive,Hive,data\0635_hive_usd_prices_365d.csv,366,ok,
628,gigadot,gdot,GIGADOT,data\0628_gigadot_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
636,nomina,nom,Nomina,data\0636_nomina_usd_prices_365d.csv,27,ok,
629,mira-3,mira,Mira,data\0629_mira-3_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
637,solv-protocol-solvbtc-jupiter,solvbtc.jup,Solv Protocol SolvBTC Jupiter,data\0637_solv-protocol-solvbtc-jupiter_usd_prices_365d.csv,215,ok,
630,balancer,bal,Balancer,data\0630_balancer_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
631,evaa-protocol,evaa,EVAA Protocol,data\0631_evaa-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
632,iostoken,iost,IOST,data\0632_iostoken_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
638,portal-to-bitcoin,ptb,Portal to Bitcoin,data\0638_portal-to-bitcoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
646,sanctum-2,cloud,Cloud,data\0646_sanctum-2_usd_prices_365d.csv,366,ok,
639,metis-token,metis,Metis,data\0639_metis-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
647,elixir-staked-deusd,sdeusd,Elixir Staked deUSD,data\0647_elixir-staked-deusd_usd_prices_365d.csv,315,ok,
640,usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),data\0640_usd-coin-ethereum-bridged_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
648,swftcoin,swftc,SWFTCOIN,data\0648_swftcoin_usd_prices_365d.csv,366,ok,
641,ardor,ardr,Ardor,data\0641_ardor_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
649,staked-frax,sfrax,Staked FRAX,data\0649_staked-frax_usd_prices_365d.csv,320,ok,
642,bancor,bnt,Bancor Network,data\0642_bancor_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
650,echelon-prime,prime,Echelon Prime,data\0650_echelon-prime_usd_prices_365d.csv,366,ok,
643,coca,coca,COCA,data\0643_coca_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
644,harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),data\0644_harrypotterobamasonic10in_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
645,lorenzo-wrapped-bitcoin,enzobtc,Lorenzo Wrapped Bitcoin,data\0645_lorenzo-wrapped-bitcoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
651,big-time,bigtime,Big Time,data\0651_big-time_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
659,biconomy,bico,Biconomy,data\0659_biconomy_usd_prices_365d.csv,366,ok,
652,comedian,ban,Comedian,data\0652_comedian_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
660,tokenlon,lon,Tokenlon,data\0660_tokenlon_usd_prices_365d.csv,366,ok,
653,stratis,strax,Xertra,data\0653_stratis_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
661,ika,ika,Ika,data\0661_ika_usd_prices_365d.csv,91,ok,
654,constitutiondao,people,ConstitutionDAO,data\0654_constitutiondao_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
662,iexec-rlc,rlc,iExec RLC,data\0662_iexec-rlc_usd_prices_365d.csv,366,ok,
655,alchemy-pay,ach,Alchemy Pay,data\0655_alchemy-pay_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
663,siren-2,siren,Siren,data\0663_siren-2_usd_prices_365d.csv,251,ok,
656,ark,ark,ARK,data\0656_ark_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
657,gigachad-2,giga,Gigachad,data\0657_gigachad-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
658,home,home,HOME,data\0658_home_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
664,power-ledger,powr,Powerledger,data\0664_power-ledger_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
672,matrixdock-gold,xaum,Matrixdock Gold,data\0672_matrixdock-gold_usd_prices_365d.csv,332,ok,
665,celium,sn51,Celium,data\0665_celium_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
673,orbs,orbs,Orbs,data\0673_orbs_usd_prices_365d.csv,366,ok,
666,straitsx-xusd,xusd,StraitsX XUSD,data\0666_straitsx-xusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
674,safecoin,safe,SAFEbit,data\0674_safecoin_usd_prices_365d.csv,103,ok,
667,bankercoin-2,bnkr,BankrCoin,data\0667_bankercoin-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
675,marinade,mnde,Marinade,data\0675_marinade_usd_prices_365d.csv,366,ok,
668,babygirl,babygirl,Babygirl,data\0668_babygirl_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
669,nkyc-token,nkyc,NKYC Token,data\0669_nkyc-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
670,osaka-protocol,osak,Osaka Protocol,data\0670_osaka-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
671,chromaway,chr,Chromia,data\0671_chromaway_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
676,solayer-staked-sol,ssol,Solayer Staked SOL,data\0676_solayer-staked-sol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
684,verasity,vra,Verasity,data\0684_verasity_usd_prices_365d.csv,366,ok,
677,solayer,layer,Solayer,data\0677_solayer_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
685,paxos-standard,usdp,Pax Dollar,data\0685_paxos-standard_usd_prices_365d.csv,366,ok,
678,delysium,agi,Delysium,data\0678_delysium_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
686,constellation-labs,dag,Constellation,data\0686_constellation-labs_usd_prices_365d.csv,366,ok,
679,orcib,palmo,ORCIB,data\0679_orcib_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
687,alchemist-ai,alch,Alchemist AI,data\0687_alchemist-ai_usd_prices_365d.csv,331,ok,
680,aevo-exchange,aevo,Aevo,data\0680_aevo-exchange_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
688,the-grays-currency,ptgc,The Grays Currency,data\0688_the-grays-currency_usd_prices_365d.csv,366,ok,
681,doodles,dood,Doodles,data\0681_doodles_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
682,ocean-protocol,ocean,Ocean Protocol,data\0682_ocean-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
683,bonfida,fida,Bonfida,data\0683_bonfida_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
689,zedxion,zedxion,Zedxion,data\0689_zedxion_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
697,spell-token,spell,Spell,data\0697_spell-token_usd_prices_365d.csv,366,ok,
690,mass-vehicle-ledger,mvl,MVL,data\0690_mass-vehicle-ledger_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
698,cookie,cookie,Cookie DAO,data\0698_cookie_usd_prices_365d.csv,366,ok,
691,whiteheart,white,Whiteheart,data\0691_whiteheart_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
699,coinshift-usdl-morpho-vault,csusdl,Coinshift USDL Morpho Vault,data\0699_coinshift-usdl-morpho-vault_usd_prices_365d.csv,208,ok,
692,mezo-wrapped-btc,btc,Mezo Wrapped BTC,data\0692_mezo-wrapped-btc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
693,mythos,myth,Mythos,data\0693_mythos_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
694,socean-staked-sol,inf,Sanctum Infinity,data\0694_socean-staked-sol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
695,georgeplaysclashroyale,clash,GeorgePlaysClashRoyale,data\0695_georgeplaysclashroyale_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
696,caldera,era,Caldera,data\0696_caldera_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
700,coreum,coreum,Coreum,data\0700_coreum_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
708,geodnet,geod,Geodnet,data\0708_geodnet_usd_prices_365d.csv,366,ok,
701,ergo,erg,Ergo,data\0701_ergo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
