rank,id,symbol,name,filepath,rows,status,error
228,reserve-protocol-eth-plus,eth+,ETHPlus,data\0228_reserve-protocol-eth-plus_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
236,loaded-lions,lion,Loaded Lions,data\0236_loaded-lions_usd_prices_365d.csv,239,ok,
229,instadapp,fluid,Fluid,data\0229_instadapp_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
237,drift-staked-sol,dsol,Drift Staked SOL,data\0237_drift-staked-sol_usd_prices_365d.csv,366,ok,
230,treehouse-eth,teth,Treehouse ETH,data\0230_treehouse-eth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
238,bybit-staked-sol,bbsol,Bybit Staked SOL,data\0238_bybit-staked-sol_usd_prices_365d.csv,366,ok,
231,gnosis,gno,Gnosis,data\0231_gnosis_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
239,reserve-rights-token,rsr,Reserve Rights,data\0239_reserve-rights-token_usd_prices_365d.csv,366,ok,
232,wormhole,w,Wormhole,data\0232_wormhole_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
233,axycoin,axyc,AxyCoin,data\0233_axycoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
234,reservoir-srusd,srusd,Reservoir srUSD,data\0234_reservoir-srusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
240,atomone,atone,AtomOne,data\0240_atomone_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
248,chain-2,xcn,Onyxcoin,data\0248_chain-2_usd_prices_365d.csv,366,ok,
241,chiliz,chz,Chiliz,data\0241_chiliz_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
249,solv-protocol-solvbtc-bbn,xsolvbtc,Solv Protocol Staked BTC,data\0249_solv-protocol-solvbtc-bbn_usd_prices_365d.csv,366,ok,
242,wemix-token,wemix,WEMIX,data\0242_wemix-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
250,cgeth-hashkey-cloud,cgeth.hashkey,cgETH Hashkey Cloud,data\0250_cgeth-hashkey-cloud_usd_prices_365d.csv,267,ok,
243,just,jst,JUST,data\0243_just_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
251,ecash,xec,eCash,data\0251_ecash_usd_prices_365d.csv,366,ok,
244,wrapped-ether-mantle-bridge,weth,Mantle Bridged WETH (Mantle),data\0244_wrapped-ether-mantle-bridge_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
245,thorchain,rune,THORChain,data\0245_thorchain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
246,wrapped-avax,wavax,Wrapped AVAX,data\0246_wrapped-avax_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
247,toshi,toshi,Toshi,data\0247_toshi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
252,useless-3,useless,Useless Coin,data\0252_useless-3_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
260,based-brett,brett,Brett,data\0260_based-brett_usd_prices_365d.csv,366,ok,
253,binance-peg-busd,busd,Binance-Peg BUSD,data\0253_binance-peg-busd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
261,frax,frax,Legacy Frax Dollar,data\0261_frax_usd_prices_365d.csv,366,ok,
254,staked-frax-ether,sfrxeth,Staked Frax Ether,data\0254_staked-frax-ether_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
262,elrond-erd-2,egld,MultiversX,data\0262_elrond-erd-2_usd_prices_365d.csv,366,ok,
255,four,form,Four,data\0255_four_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
263,polygon-bridged-wbtc-polygon-pos,wbtc,Polygon Bridged WBTC (Polygon POS),data\0263_polygon-bridged-wbtc-polygon-pos_usd_prices_365d.csv,366,ok,
256,ark-3,ark,ARK,data\0256_ark-3_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
264,cheems-token,cheems,Cheems Token,data\0264_cheems-token_usd_prices_365d.csv,366,ok,
257,cognify,sn115,Cognify,data\0257_cognify_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
258,decred,dcr,Decred,data\0258_decred_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
259,cap-usd,cusd,Cap USD,data\0259_cap-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
265,euro-coin,eurc,EURC,data\0265_euro-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
273,axie-infinity,axs,Axie Infinity,data\0273_axie-infinity_usd_prices_365d.csv,366,ok,
266,staked-stream-usd,xusd,Staked Stream USD,data\0266_staked-stream-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
274,midas-mhyper,mhyper,Midas mHYPER,data\0274_midas-mhyper_usd_prices_365d.csv,46,ok,
267,resolv-usr,usr,Resolv USR,data\0267_resolv-usr_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
275,saros-finance,saros,Saros,data\0275_saros-finance_usd_prices_365d.csv,366,ok,
268,dydx-chain,dydx,dYdX,data\0268_dydx-chain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
269,sui-bridged-usdt-sui,sbusdt,Sui Bridged USDT (Sui),data\0269_sui-bridged-usdt-sui_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
270,kaito,kaito,KAITO,data\0270_kaito_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
271,beam-2,beam,Beam,data\0271_beam-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
272,crvusd,crvusd,crvUSD,data\0272_crvusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
276,bianrensheng,币安人生,币安人生 (BinanceLife),data\0276_bianrensheng_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
284,reallink,real,RealLink,data\0284_reallink_usd_prices_365d.csv,343,ok,
285,superfarm,super,SuperVerse,data\0285_superfarm_usd_prices_365d.csv,366,ok,
277,concordium,ccd,Concordium,data\0277_concordium_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
286,arweave,ar,Arweave,data\0286_arweave_usd_prices_365d.csv,366,ok,
278,ibc-bridged-usdc,usdc.n,Noble USDC,data\0278_ibc-bridged-usdc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
287,1inch,1inch,1INCH,data\0287_1inch_usd_prices_365d.csv,366,ok,
279,usdx-money-staked-usdx,susdx,Stables Labs Staked USDX,data\0279_usdx-money-staked-usdx_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
288,akash-network,akt,Akash Network,data\0288_akash-network_usd_prices_365d.csv,366,ok,
280,ronin,ron,Ronin,data\0280_ronin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
281,basic-attention-token,bat,Basic Attention,data\0281_basic-attention-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
282,compound-wrapped-btc,cwbtc,cWBTC,data\0282_compound-wrapped-btc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
283,terra-luna,lunc,Terra Luna Classic,data\0283_terra-luna_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
289,meteora,met,Meteora,data\0289_meteora_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
297,blockchain-capital,bcap,Blockchain Capital,data\0297_blockchain-capital_usd_prices_365d.csv,152,ok,
290,aioz-network,aioz,AIOZ Network,data\0290_aioz-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
298,livepeer,lpt,Livepeer,data\0298_livepeer_usd_prices_365d.csv,366,ok,
291,berachain-bera,bera,Berachain,data\0291_berachain-bera_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
299,resolv-wstusr,wstusr,Resolv wstUSR,data\0299_resolv-wstusr_usd_prices_365d.csv,187,ok,
292,zencash,zen,Horizen,data\0292_zencash_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
300,creditcoin-2,ctc,Creditcoin,data\0300_creditcoin-2_usd_prices_365d.csv,366,ok,
293,undeads-games,uds,Undeads Games,data\0293_undeads-games_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
301,keeta,kta,Keeta,data\0301_keeta_usd_prices_365d.csv,236,ok,
294,linea,linea,Linea,data\0294_linea_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
295,zksync,zk,ZKsync,data\0295_zksync_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
296,coredaoorg,core,Core,data\0296_coredaoorg_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
302,plume,plume,Plume,data\0302_plume_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
310,binance-peg-sol,sol,Binance-Peg SOL,data\0310_binance-peg-sol_usd_prices_365d.csv,244,ok,
303,fidelity-digital-interest-token,fdit,Fidelity Digital Interest Token,data\0303_fidelity-digital-interest-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
311,origin-ether,oeth,Origin Ether,data\0311_origin-ether_usd_prices_365d.csv,366,ok,
304,mx-token,mx,MX,data\0304_mx-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
312,slash-vision-labs,svl,Slash Vision Labs,data\0312_slash-vision-labs_usd_prices_365d.csv,366,ok,
305,meta-2-2,meta,MetaDAO,data\0305_meta-2-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
313,sosovalue,soso,SoSoValue,data\0313_sosovalue_usd_prices_365d.csv,277,ok,
306,openeden-open-dollar,usdo,OpenEden OpenDollar,data\0306_openeden-open-dollar_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
307,usda-2,usda,USDa,data\0307_usda-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
308,deep,deep,DeepBook,data\0308_deep_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
309,mocaverse,moca,Moca Network,data\0309_mocaverse_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
314,qtum,qtum,Qtum,data\0314_qtum_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
322,snek,snek,Snek,data\0322_snek_usd_prices_365d.csv,366,ok,
315,astherus-usdf,usdf,Aster USDF,data\0315_astherus-usdf_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
323,polygon-bridged-weeth-katana,weeth,Polygon Bridged weETH (Katana),data\0323_polygon-bridged-weeth-katana_usd_prices_365d.csv,28,ok,
316,universal-btc,unibtc,Universal BTC,data\0316_universal-btc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
324,axelar,axl,Axelar,data\0324_axelar_usd_prices_365d.csv,366,ok,
317,usx,usx,USX,data\0317_usx_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
325,avantis,avnt,Avantis,data\0325_avantis_usd_prices_365d.csv,49,ok,
318,amp-token,amp,Amp,data\0318_amp-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
326,midas-msyrupusdp,msyrupusdp,Midas msyrupUSDp,data\0326_midas-msyrupusdp_usd_prices_365d.csv,40,ok,
319,venom,venom,Venom,data\0319_venom_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
320,movement,move,Movement,data\0320_movement_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
321,standx-dusd,dusd,StandX DUSD,data\0321_standx-dusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
327,compounding-open-dollar,cusdo,Compounding OpenDollar,data\0327_compounding-open-dollar_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
335,giggle-fund,giggle,Giggle Fund,data\0335_giggle-fund_usd_prices_365d.csv,36,ok,
328,safepal,sfp,SafePal,data\0328_safepal_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
336,arkham,arkm,Arkham,data\0336_arkham_usd_prices_365d.csv,366,ok,
329,kamino,kmno,Kamino,data\0329_kamino_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
337,nxm,nxm,Nexus Mutual,data\0337_nxm_usd_prices_365d.csv,366,ok,
330,layerzero,zro,LayerZero,data\0330_layerzero_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
331,legacy-token,lgct,Legacy Token,data\0331_legacy-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
332,theta-fuel,tfuel,Theta Fuel,data\0332_theta-fuel_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
333,eos,eos,EOS,data\0333_eos_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
334,drift-protocol,drift,Drift Protocol,data\0334_drift-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
338,soon-2,soon,SOON,data\0338_soon-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
346,golem,glm,Golem,data\0346_golem_usd_prices_365d.csv,366,ok,
339,kinesis-gold,kau,Kinesis Gold,data\0339_kinesis-gold_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
347,rekt-4,rekt,Rekt,data\0347_rekt-4_usd_prices_365d.csv,340,ok,
340,tradable-na-rent-financing-platform-sstn,pc0000031,Tradable NA Rent Financing Platform SSTN,data\0340_tradable-na-rent-financing-platform-sstn_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
348,phantom-staked-sol,psol,Phantom Staked SOL,data\0348_phantom-staked-sol_usd_prices_365d.csv,165,ok,
349,dog-go-to-the-moon-rune,dog,Dog (Bitcoin),data\0349_dog-go-to-the-moon-rune_usd_prices_365d.csv,366,ok,
341,convex-finance,cvx,Convex Finance,data\0341_convex-finance_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
342,kinesis-silver,kag,Kinesis Silver,data\0342_kinesis-silver_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
350,qubic-network,qubic,Qubic,data\0350_qubic-network_usd_prices_365d.csv,366,ok,
343,sahara-ai,sahara,Sahara AI,data\0343_sahara-ai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
344,kusama,ksm,Kusama,data\0344_kusama_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
345,mog-coin,mog,Mog Coin,data\0345_mog-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
351,ecoreal-estate,ecoreal,Ecoreal Estate,data\0351_ecoreal-estate_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
359,gas,gas,Gas,data\0359_gas_usd_prices_365d.csv,366,ok,
352,cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),data\0352_cronos-bridged-usdc-cronos_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
360,prometeus,prom,Prom,data\0360_prometeus_usd_prices_365d.csv,366,ok,
353,build-on,b,BUILDon,data\0353_build-on_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
361,tokenize-xchange,tkx,Tokenize Xchange,data\0361_tokenize-xchange_usd_prices_365d.csv,366,ok,
354,sky-coin,xso,Sky Coin,data\0354_sky-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
362,turbo,turbo,Turbo,data\0362_turbo_usd_prices_365d.csv,366,ok,
355,baby-doge-coin,babydoge,Baby Doge Coin,data\0355_baby-doge-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
363,zano,zano,Zano,data\0363_zano_usd_prices_365d.csv,366,ok,
356,unibase,ub,Unibase,data\0356_unibase_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
357,super-oeth,superoeth,Super OETH,data\0357_super-oeth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
358,cat-in-a-dogs-world,mew,cat in a dogs world,data\0358_cat-in-a-dogs-world_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
364,safe,safe,Safe,data\0364_safe_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
372,ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,data\0372_ether-fi-staked-btc_usd_prices_365d.csv,366,ok,
365,succinct,prove,Succinct,data\0365_succinct_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
373,yearn-finance,yfi,yearn.finance,data\0373_yearn-finance_usd_prices_365d.csv,366,ok,
366,0x,zrx,0x Protocol,data\0366_0x_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
374,bitmart-token,bmx,BitMart,data\0374_bitmart-token_usd_prices_365d.csv,366,ok,
367,conscious-token,conscious,Conscious Token,data\0367_conscious-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
375,railgun,rail,Railgun,data\0375_railgun_usd_prices_365d.csv,366,ok,
368,mashida,mshd,Mashida,data\0368_mashida_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
376,apex-token-2,apex,APEX,data\0376_apex-token-2_usd_prices_365d.csv,366,ok,
369,midas-mf-one,mf-one,Midas mF-ONE,data\0369_midas-mf-one_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
370,gmt-token,gomining,GoMining Token,data\0370_gmt-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
371,btse-token,btse,BTSE Token,data\0371_btse-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
377,aleo,aleo,ALEO,data\0377_aleo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
385,ultima,ultima,Ultima,data\0385_ultima_usd_prices_365d.csv,366,ok,
378,bnb48-club-token,koge,KOGE,data\0378_bnb48-club-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
386,spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,data\0386_spiko-us-t-bills-money-market-fund_usd_prices_365d.csv,366,ok,
379,infinifi-usd,iusd,InfiniFi USD,data\0379_infinifi-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
387,yieldfi-ytoken,yusd,YieldFi yToken,data\0387_yieldfi-ytoken_usd_prices_365d.csv,279,ok,
380,nervos-network,ckb,Nervos Network,data\0380_nervos-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
388,kava,kava,Kava,data\0388_kava_usd_prices_365d.csv,366,ok,
381,bio-protocol,bio,Bio Protocol,data\0381_bio-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
389,mag7-ssi,mag7.ssi,MAG7.ssi,data\0389_mag7-ssi_usd_prices_365d.csv,310,ok,
382,ravencoin,rvn,Ravencoin,data\0382_ravencoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
383,popcat,popcat,Popcat,data\0383_popcat_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
384,zilliqa,zil,Zilliqa,data\0384_zilliqa_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
390,crypto-com-staked-eth,cdceth,Crypto.com Staked ETH,data\0390_crypto-com-staked-eth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
398,stargate-finance,stg,Stargate Finance,data\0398_stargate-finance_usd_prices_365d.csv,366,ok,
391,agentfun-ai,agentfun,AgentFun.AI,data\0391_agentfun-ai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
399,unit-pump,upump,Unit Pump,data\0399_unit-pump_usd_prices_365d.csv,105,ok,
392,wrapped-aave-ethereum-weth,waethweth,Wrapped Aave Ethereum WETH,data\0392_wrapped-aave-ethereum-weth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
400,gusd,gusd,GUSD,data\0400_gusd_usd_prices_365d.csv,61,ok,
393,infrared-bera,ibera,Infrared Bera,data\0393_infrared-bera_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
401,lombard-protocol,bard,Lombard,data\0401_lombard-protocol_usd_prices_365d.csv,40,ok,
394,celo,celo,Celo,data\0394_celo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
395,metal-blockchain,metal,Metal Blockchain,data\0395_metal-blockchain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
396,stargate-bridged-weth,weth,Stargate Bridged WETH,data\0396_stargate-bridged-weth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
397,elixir-deusd,deusd,Elixir deUSD,data\0397_elixir-deusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
402,tdccp,tdccp,TDCCP,data\0402_tdccp_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
410,vvs-finance,vvs,VVS Finance,data\0410_vvs-finance_usd_prices_365d.csv,366,ok,
403,euler,eul,Euler,data\0403_euler_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
411,susdai,susdai,Staked USDai,data\0411_susdai_usd_prices_365d.csv,125,ok,
404,velo,velo,Velo,data\0404_velo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
412,stasis-eurs,eurs,STASIS EURO,data\0412_stasis-eurs_usd_prices_365d.csv,366,ok,
405,stp-network,awe,AWE Network,data\0405_stp-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
413,restaking-vault-eth,rsteth,Restaking Vault ETH,data\0413_restaking-vault-eth_usd_prices_365d.csv,77,ok,
406,astar,astr,Astar,data\0406_astar_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
414,bridged-usd-coin-starkgate,usdc,StarkGate Bridged USDC (Starknet),data\0414_bridged-usd-coin-starkgate_usd_prices_365d.csv,366,ok,
407,sui-bridged-wbtc-sui,wbtc,Sui Bridged WBTC (Sui),data\0407_sui-bridged-wbtc-sui_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
408,coinex-token,cet,CoinEx,data\0408_coinex-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
409,quantum-resistant-ledger,qrl,Quantum Resistant Ledger,data\0409_quantum-resistant-ledger_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
415,proton,xpr,XPR Network,data\0415_proton_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
423,shuffle-2,shfl,Shuffle,data\0423_shuffle-2_usd_prices_365d.csv,366,ok,
416,unit-plasma,uxpl,Unit Plasma,data\0416_unit-plasma_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
424,avalanche-bridged-weth-avalanche,weth,Avalanche Bridged WETH (Avalanche),data\0424_avalanche-bridged-weth-avalanche_usd_prices_365d.csv,366,ok,
417,uchain-2,ucn,UCHAIN,data\0417_uchain-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
425,agora-dollar,ausd,AUSD,data\0425_agora-dollar_usd_prices_365d.csv,366,ok,
418,ignition-fbtc,fbtc,Function FBTC,data\0418_ignition-fbtc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
419,river,river,River,data\0419_river_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
420,peanut-the-squirrel,pnut,Peanut the Squirrel,data\0420_peanut-the-squirrel_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
421,threshold-network-token,t,Threshold Network,data\0421_threshold-network-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
422,compound-ether,ceth,cETH,data\0422_compound-ether_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
426,grass,grass,Grass,data\0426_grass_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
434,wrapped-aave-ethereum-usdc,waethusdc,Wrapped Aave Ethereum USDC,data\0434_wrapped-aave-ethereum-usdc_usd_prices_365d.csv,77,ok,
427,blur,blur,Blur,data\0427_blur_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
435,metaplex,mplx,Metaplex,data\0435_metaplex_usd_prices_365d.csv,366,ok,
428,mina-protocol,mina,Mina Protocol,data\0428_mina-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
436,hyperbeat-usdt,hbusdt,Hyperbeat USDT,data\0436_hyperbeat-usdt_usd_prices_365d.csv,112,ok,
429,zetachain,zeta,ZetaChain,data\0429_zetachain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
437,mantra-dao,om,MANTRA,data\0437_mantra-dao_usd_prices_365d.csv,366,ok,
430,tokenbot-2,clanker,tokenbot,data\0430_tokenbot-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
438,oasis-network,rose,Oasis,data\0438_oasis-network_usd_prices_365d.csv,366,ok,
431,theo-short-duration-us-treasury-fund,thbill,Theo Short Duration US Treasury Fund,data\0431_theo-short-duration-us-treasury-fund_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
432,bitkub-coin,kub,KUB Coin,data\0432_bitkub-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
433,zignaly,zig,ZIGChain,data\0433_zignaly_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
439,apollo-diversified-credit-securitize-fund,acred,Apollo Diversified Credit Securitize Fund,data\0439_apollo-diversified-credit-securitize-fund_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
447,centrifuge-2,cfg,Centrifuge,data\0447_centrifuge-2_usd_prices_365d.csv,161,ok,
440,frax-share,frax,Frax (prev. FXS),data\0440_frax-share_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
448,cow-protocol,cow,CoW Protocol,data\0448_cow-protocol_usd_prices_365d.csv,366,ok,
441,xpin-network,xpin,XPIN Network,data\0441_xpin-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
449,verus-coin,vrsc,Verus,data\0449_verus-coin_usd_prices_365d.csv,366,ok,
442,edu-coin,edu,Open Campus,data\0442_edu-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
450,rollbit-coin,rlb,Rollbit Coin,data\0450_rollbit-coin_usd_prices_365d.csv,366,ok,
443,wefi,wfi,WeFi,data\0443_wefi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
451,anoma,xan,Anoma,data\0451_anoma_usd_prices_365d.csv,29,ok,
444,peaq-2,peaq,peaq,data\0444_peaq-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
445,yu,yu,Yala Stablecoin,data\0445_yu_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
446,renzo-restaked-lst,pzeth,Renzo Restaked LST,data\0446_renzo-restaked-lst_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
452,aia,aia,DeAgentAI,data\0452_aia_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
460,vethor-token,vtho,VeThor,data\0460_vethor-token_usd_prices_365d.csv,366,ok,
453,moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),data\0453_moonwell-flagship-eth-morpho-vault_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
461,digibyte,dgb,DigiByte,data\0461_digibyte_usd_prices_365d.csv,366,ok,
454,holotoken,hot,Holo,data\0454_holotoken_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
462,gems-vip,gems,Gems VIP,data\0462_gems-vip_usd_prices_365d.csv,366,ok,
455,ozone-chain,ozo,Ozone Chain,data\0455_ozone-chain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
463,frax-usd,frxusd,Frax USD,data\0463_frax-usd_usd_prices_365d.csv,254,ok,
456,dola-usd,dola,DOLA,data\0456_dola-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
457,stargate-bridged-usdc,usdc.e,Stargate Bridged USDC,data\0457_stargate-bridged-usdc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
458,avant-usd,avusd,Avant USD,data\0458_avant-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
459,dfdv-staked-sol,dfdvsol,DFDV Staked SOL,data\0459_dfdv-staked-sol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
