day,price
1,1.0
2,1.0080675666475107
3,1.0265984518243567
4,1.0002432808822876
5,1.0647658999155671
6,1.0902971134571608
7,1.1178452790354352
8,1.0763851551811212
9,1.0596908544642014
10,1.087547645880702
11,1.0374017223089562
12,1.0723279975441424
13,1.1333233668601386
14,0.765692494581893
15,0.7113158759453798
16,0.8103454114071824
17,0.8654191230125672
18,0.8449466942041325
19,0.8030392353899379
20,0.7891190357557847
21,0.7674518821849688
22,0.7825080329919639
23,0.8130068001496199
24,0.8091151764047316
25,0.7736457063464292
26,0.7542409680976387
27,0.7753072792104345
28,0.791868640120783
29,0.8094327993314254
30,0.8212811534575004
