day,price
1,1.0
2,0.9711382930054803
3,0.9442898568375967
4,0.9561672345661814
5,0.9591261060153801
6,0.9029448018224164
7,0.9283403745745948
8,0.9140344981296912
9,0.7961823512933509
10,0.7980346125845529
11,0.763643441322738
12,0.7797397239859434
13,0.7602004602589668
14,0.7783597742391011
15,0.9007193858166984
16,0.7521364018766599
17,0.7491429489724701
18,0.7714300811655023
19,0.7604165108312138
20,0.7432107315331897
21,0.723949962152653
22,0.6341271077282042
23,0.5817900593813023
24,0.6212544271886913
25,0.6483884556823688
26,0.6210103005996482
27,0.6481010460973243
28,0.6636139303377395
29,0.6328856396106202
30,0.6547496062886661
