day,price
1,1.0
2,0.9925788828765739
3,0.991454134481068
4,0.9436181382786325
5,0.9757476929034071
6,0.953634764942145
7,0.9090696272031608
8,0.829312574520469
9,0.7612092429977715
10,0.8039652989110465
11,0.7701401073136914
12,0.7522308900112158
13,0.8405010491951643
14,0.8643922027323119
15,0.8439607072209736
16,0.7887667972889355
17,0.7955470839912712
18,0.8271844361217615
19,0.788861390874859
20,0.7828536360464549
21,0.7779279491366843
22,0.8010618823105203
23,0.8437453680576313
24,0.8848551871471733
25,0.881017923230901
26,0.8825386631851119
27,0.9134167964115806
28,0.8140187661638708
29,0.777723885360083
30,0.7744488480953055
