day,price
1,1.0
2,0.9438198882955241
3,1.034229919744812
4,1.0046001906786977
5,0.9266541807372362
6,0.9447522791588614
7,0.9359469965006574
8,1.147408910496611
9,1.0529850148459599
10,1.0631875034994112
11,1.087783390042767
12,1.0702210550507278
13,1.14860114665758
14,1.1144560665229706
15,1.0535513453096057
16,1.0268946430189685
17,1.0346191602636408
18,0.919862686426544
19,0.9417144315787799
20,0.9864694987922686
21,0.9710267309143763
22,0.8964677793519342
23,0.9108835708592483
24,0.9003034282645503
25,0.8815374285711787
26,0.7605202516766875
27,0.8172631648019142
28,0.762011109882113
29,0.8654488348219299
30,0.8269548514586528
