day,price
1,1.0
2,0.9989464714813047
3,1.0433465706839613
4,0.9093862645141849
5,0.8863180080449644
6,0.8796816150426486
7,0.8475788246383744
8,0.7974815064187168
9,0.8049214209539128
10,0.6950962944291993
11,0.6541002554518995
12,0.644408287337339
13,0.7418564691534079
14,0.7149442665027069
15,0.6818711446812724
16,0.7340253233570014
17,0.701434150346917
18,0.7112768165372104
19,0.698252468272493
20,0.6969620674697016
21,0.6886094682130603
22,0.6470965357407591
23,0.634851883856656
24,0.5779895670480769
25,0.617461866607856
26,0.6778452052239948
27,0.6909544183993773
28,0.8433831860993234
29,0.7678169853366801
30,0.7785656699558844
