day,price
1,1.0
2,1.1174534230169162
3,1.1960789069171136
4,1.3047714505310393
5,1.761758877613592
6,1.7945283281961508
7,1.5082169639900496
8,1.6165872238535182
9,1.400894397686546
10,1.299389787874318
11,1.1769451550420997
12,1.0459245003098385
13,1.0111328508682516
14,1.200757956940028
15,1.1262851564082295
16,1.2936752833014769
17,1.167010456400477
18,0.9888243325115778
19,1.0538147328433232
20,1.171040231599438
21,1.145991680484169
22,1.3305187700643828
23,1.1837480796353401
24,1.4641928725135667
25,1.0666911192343882
26,0.9856797294805052
27,0.9600577572103223
28,0.86166904864325
29,0.7572738085804182
30,0.6746522474570786
