day,price
1,1.0
2,0.9525086013571459
3,0.8921941743021343
4,0.8162314610916908
5,0.7936320465978185
6,0.8195721195676436
7,0.837815648545771
8,0.8289503937897995
9,0.8049667037018318
10,0.8657445730614145
11,0.8684802598260466
12,0.9224791679050798
13,0.9491520201170092
14,0.9013765093635502
15,0.946331969691795
16,0.9771946688681346
17,0.9289340259284657
18,0.9756573751276935
19,0.940019890766722
20,0.9371621879841618
21,0.8473321880359154
22,0.809903575694293
23,0.8357898164305633
24,0.7550157905123889
25,0.8276038532041761
26,0.8133568024150045
27,0.8382867564981119
28,0.7923224745582579
29,0.9077924931988053
30,0.8811922772658327
