day,price
1,1.0
2,0.9867924086055447
3,1.056752019273325
4,1.0472585990415895
5,0.9389080423315852
6,0.9391312212350716
7,1.013054785507961
8,1.00198558013463
9,1.018021368947767
10,1.018851642206951
11,1.0278734826983087
12,0.9549563884507134
13,1.0078361348300775
14,1.023080116908953
15,1.003367023819365
16,1.046594178040475
17,1.031649698849763
18,1.0001265101158046
19,1.014176175141801
20,0.9665883344231314
21,0.9549380127817938
22,1.0273906758970885
23,0.9993909848702959
24,1.0081099550143946
25,0.949520224648936
26,0.979226132423425
27,0.9622705903274796
28,0.967583000130399
29,0.9556091157636325
30,0.9405952551804644
