day,price
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.002110389528424
7,1.002110389528424
8,1.002110389528424
9,1.0037952192273967
10,1.0037952192273967
11,1.0037952192273967
12,1.004925630730197
13,1.004925630730197
14,1.004925630730197
15,1.0061627234834805
16,1.0061627234834805
17,1.0061627234834805
18,1.0061627234834805
19,1.0061627234834805
20,1.0061627234834805
21,1.0083712496641877
22,1.0083712496641877
23,1.0083712496641877
24,1.0083712496641877
25,1.0083712496641877
26,1.0083712496641877
27,1.0152020830487563
28,1.0152020830487563
29,1.0152020830487563
30,1.0154858705164793
