day,price
1,1.0
2,0.9921143719729921
3,1.0136221840303308
4,0.9581950738446723
5,0.8791088388565872
6,0.9082680982235876
7,0.9419810991679165
8,0.9566085838073614
9,0.9297202760114004
10,0.9163437736635892
11,0.9203636648444038
12,0.8936025979795601
13,0.907932308131824
14,0.8677203268537144
15,0.8750885298187386
16,0.8729764956113895
17,0.8743327429661041
18,0.8328833780781413
19,0.73131304852873
20,0.7381289191890296
21,0.688242808916402
22,0.6856656226250233
23,0.6757857659398766
24,0.6734534491734641
25,0.6783752441988551
26,0.6953459019569599
27,0.6909020301065973
28,0.6787804036970222
29,0.6920052516980698
30,0.6729391758915564
